AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner	Link
GCF_013449715.1	ASM1344971v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15366232	192433	178	CFBP8737		Sorbonne University	639025
GCF_013450045.1	ASM1345004v1	Pectobacterium odoriferum (enterobacteria)	78398	SAMN15374999	114589	203	CFBP8735		Sorbonne University	639025
GCF_013488025.1	ASM1348802v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN14475103	4892225	394	WPP14		Cornell University	615876
GCF_013913555.1	ASM1391355v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15615591	411098	100	MY2		Beijing Academy of Agriculture and Forestry Sciences	
GCF_013913585.1	ASM1391358v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15615624	411109	100	MY11		Beijing Academy of Agriculture and Forestry Sciences	647981
GCF_013913595.1	ASM1391359v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15615615	411098	100	MY10		Beijing Academy of Agriculture and Forestry Sciences	647981
GCF_013913605.1	ASM1391360v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15615604	256342	100	MY7		Beijing Academy of Agriculture and Forestry Sciences	647981
GCF_013913645.1	ASM1391364v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15615646	250947	100	MY18		Beijing Academy of Agriculture and Forestry Sciences	647981
GCF_014042225.1	ASM1404222v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15615931	1128725	100	KC20		Beijing Academy of Agriculture and Forestry Sciences	647981
GCF_014050115.1	ASM1405011v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN15615929	411109	100	MY19		Beijing Academy of Agriculture and Forestry Sciences	647981
GCF_014164815.1	ASM1416481v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN15719027	363912	268	BL-4		Hebei Academy of Agricultural and Forestry Sciences	650563
GCF_014604455.1	ASM1460445v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN03945250	65310	200	Ecc15		Oswego State University of New York	
GCF_014946775.2	ASM1494677v2	Pectobacterium quasiaquaticum (enterobacteria)	2774015	SAMN16178566	4469125	78	A477-S1-J17		Sorbonne University	662694
GCF_014946805.1	ASM1494680v1	Pectobacterium quasiaquaticum (enterobacteria)	2774015	SAMN16133066	106218	165	A113-S21-F16		Sorbonne University	662694
GCF_014946825.2	ASM1494682v2	Pectobacterium quasiaquaticum (enterobacteria)	2774015	SAMN16178564	4321692	84	A398-S21-F17		Sorbonne University	662694
GCF_014946835.1	ASM1494683v1	Pectobacterium quasiaquaticum (enterobacteria)	2774015	SAMN16178567	173300	233	A535-S3-A17		Sorbonne University	662694
GCF_014946845.1	ASM1494684v1	Pectobacterium quasiaquaticum (enterobacteria)	2774015	SAMN16178565	162433	208	A411-S4-F17		Sorbonne University	662694
GCF_014946865.1	ASM1494686v1	Pectobacterium quasiaquaticum (enterobacteria)	2774015	SAMN16178569	152155	156	FL60-S17		Sorbonne University	662694
GCF_014946905.1	ASM1494690v1	Pectobacterium quasiaquaticum (enterobacteria)	2774015	SAMN16178568	162046	205	FL63-S17		Sorbonne University	662694
GCF_015277635.1	ASM1527763v1	Pectobacterium carotovorum subsp. carotovorum PCCS1 (enterobacteria)	554	SAMN16577141	4899898	100	PCCS1		Nanjing Agricultural University	
GCF_015689195.1	ASM1568919v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN16830343	4995896	1.75	L6		Hainan University	679357
GCF_015709085.1	ASM1570908v1	Pectobacterium carotovorum subsp. carotovorum PCCS1 (enterobacteria)	554	SAMN16260792	296964	30	PCCS1		Nanjing Agricultural University, Department of Plant Phytopathy, College of Plant Protection	85137
GCF_016107025.1	ASM1610702v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799119	121899	46.44	NY1712A		Cornell University	573064
GCF_016107035.1	ASM1610703v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799120	138631	48.2682	NY1722A		Cornell University	573064
GCF_016107065.1	ASM1610706v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799118	85069	28.3615	NY1588A		Cornell University	573064
GCF_016107085.1	ASM1610708v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799117	102885	34.4096	NY1587A		Cornell University	573064
GCF_016107095.1	ASM1610709v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799116	91555	47.0973	NY1585A		Cornell University	573064
GCF_016107125.1	ASM1610712v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799114	80533	37.8739	NY1548A		Cornell University	573064
GCF_016107135.1	ASM1610713v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799115	143121	60.8567	NY1584A		Cornell University	573064
GCF_016107165.1	ASM1610716v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799113	91555	51.3306	NY1540A		Cornell University	573064
GCF_016107185.1	ASM1610718v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799111	143026	65.8492	NY1532B		Cornell University	573064
GCF_016107195.1	ASM1610719v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN12799112	91555	64.2431	NY1533B		Cornell University	573064
GCF_016126895.1	ASM1612689v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN17066455	4990747	300	WC19161		Inner Mongolia University	684695
GCF_016415585.1	ASM1641558v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN17135160	4743928	450	2A		Institute of Microbiology, National Academy of Sciences of Belarus	687134
GCA_016495705.1	ASM1649570v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN14609724	4974461	355	MYP201603		Highland Agriculture Research Institute	
GCA_016642095.1	ASM1664209v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN13256011	294187	284.87	15		Seoul National University	
GCF_016742895.1	ASM1674289v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN14157684	102500	59	NY1786A		Cornell University	607978
GCF_016742905.1	ASM1674290v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN14157529	71840	44	NY1720A		Cornell University	607978
GCF_016742935.1	ASM1674293v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN14158925	120005	61	NY1767A		Cornell University	607978
GCF_016864935.1	ASM1686493v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN16287580	5047152	819	QK-5		Fujian Academy of Agricultural Sciences	666279
GCF_016864975.1	ASM1686497v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN16287596	4700945	708	ZLMLSHJ5		Fujian Academy of Agricultural Sciences	666279
GCF_016864995.1	ASM1686499v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN16287598	4868777	723	XP-13		Fujian Academy of Agricultural Sciences	666279
GCF_016944235.1	ASM1694423v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660276	5049889	49	IPO:4134 NAK:395		Wageningen Plant Research	649220
GCF_016944255.1	ASM1694425v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660313	4832085	39	IPO:4132 NAK:239		Wageningen Plant Research	649220
GCF_016944275.1	ASM1694427v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660298	5127417	42	IPO:4071 NAK:240		Wageningen Plant Research	649220
GCF_016944295.1	ASM1694429v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660296	5059267	45	IPO:4065 NAK:223		Wageningen Plant Research	649220
GCF_016944315.1	ASM1694431v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660315	4832397	36	IPO:4062 NAK:237		Wageningen Plant Research	649220
GCF_016944435.1	ASM1694443v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660312	5063001	50	IPO:4060 NAK:251		Wageningen Plant Research	649220
GCF_016944555.1	ASM1694455v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660314	5137126	54	IPO:4057 NAK:249		Wageningen Plant Research	649220
GCF_016944595.1	ASM1694459v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660291	5072816	42	IPO:3710 NAK:380		Wageningen Plant Research	649220
GCF_016944615.1	ASM1694461v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660289	5057861	165	IPO:3649 NAK:375		Wageningen Plant Research	649220
GCF_016949035.1	ASM1694903v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN15660319	452210	1569	NAK:94 PCC:163		Wageningen Plant Research	649220
GCF_016949055.1	ASM1694905v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660287	187558	2413	NAK:468		Wageningen Plant Research	649220
GCF_016949075.1	ASM1694907v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN15660318	117976	1525	IPO:0139 NAK:93 PCC:139		Wageningen Plant Research	649220
GCF_016949085.1	ASM1694908v1	Pectobacterium aquaticum (enterobacteria)	2204145	SAMN15660286	133724	320	NAK:467		Wageningen Plant Research	649220
GCF_016949095.1	ASM1694909v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660288	130338	264	NAK:470		Wageningen Plant Research	649220
GCF_016949135.1	ASM1694913v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660283	180665	507	NAK:434		Wageningen Plant Research	649220
GCF_016949145.1	ASM1694914v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660281	174295	459	NAK:432		Wageningen Plant Research	649220
GCF_016949155.1	ASM1694915v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660285	547568	1470	NAK:466		Wageningen Plant Research	649220
GCF_016949195.1	ASM1694919v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660284	160363	825	NAK:435		Wageningen Plant Research	649220
GCF_016949215.1	ASM1694921v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660282	112918	1661	NAK:433		Wageningen Plant Research	649220
GCF_016949235.1	ASM1694923v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660279	264202	223	NAK:430		Wageningen Plant Research	649220
GCF_016949255.1	ASM1694925v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660277	483192	174	IPO:4131 NAK:399 JGAR:16 180717-4		Wageningen Plant Research	649220
GCF_016949275.1	ASM1694927v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660280	264202	132	NAK:431		Wageningen Plant Research	649220
GCF_016949295.1	ASM1694929v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660273	230520	722	NAK:396		Wageningen Plant Research	649220
GCF_016949315.1	ASM1694931v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660274	276156	1067	NAK:397		Wageningen Plant Research	649220
GCF_016949335.1	ASM1694933v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660275	264202	167	IPO:4135 NAK:383		Wageningen Plant Research	649220
GCF_016949345.1	ASM1694934v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660272	261415	1242	NAK:385		Wageningen Plant Research	649220
GCF_016949355.1	ASM1694935v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660271	264204	496	NAK:384		Wageningen Plant Research	649220
GCF_016949375.1	ASM1694937v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660321	264207	1072	IPO:3711 NAK:381		Wageningen Plant Research	649220
GCF_016949435.1	ASM1694943v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660294	267039	948	IPO:3709 NAK:379 112-1c		Wageningen Plant Research	649220
GCF_016949515.1	ASM1694951v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660278	853099	343	IPO:4056 NAK:264 GBBC:1756		Wageningen Plant Research	649220
GCF_016949525.1	ASM1694952v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660290	266940	231	IPO:3650 NAK:376		Wageningen Plant Research	649220
GCF_016949545.1	ASM1694954v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660293	276076	1159	IPO:3708 NAK:378 99a		Wageningen Plant Research	649220
GCF_016949595.1	ASM1694959v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660292	264206	1420	IPO:3707 NAK:377 77a		Wageningen Plant Research	649220
GCF_016949655.1	ASM1694965v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660311	276150	402	IPO:4066 NAK:259		Wageningen Plant Research	649220
GCF_016949695.1	ASM1694969v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN15660309	401781	218	IPO:4059 NAK:253		Wageningen Plant Research	649220
GCF_016949705.1	ASM1694970v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660310	330925	359	NAK:254		Wageningen Plant Research	649220
GCF_016949735.1	ASM1694973v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660308	179732	671	NAK:252		Wageningen Plant Research	649220
GCF_016949775.1	ASM1694977v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660303	997379	608	NAK:250		Wageningen Plant Research	649220
GCF_016949795.1	ASM1694979v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660307	322717	176	IPO:4073 NAK:248		Wageningen Plant Research	649220
GCF_016949835.1	ASM1694983v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660300	264018	922	NAK:243		Wageningen Plant Research	649220
GCF_016949855.1	ASM1694985v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660301	318588	260	NAK:245		Wageningen Plant Research	649220
GCF_016949875.1	ASM1694987v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660302	266940	159	NAK:247		Wageningen Plant Research	649220
GCF_016949885.1	ASM1694988v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660299	276072	237	NAK:241		Wageningen Plant Research	649220
GCF_016949915.1	ASM1694991v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660305	239210	602	IPO:4058 NAK:235		Wageningen Plant Research	649220
GCF_016949935.1	ASM1694993v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN15660331	285618	455	NAK:226		Wageningen Plant Research	649220
GCF_016949955.1	ASM1694995v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN15660332	568291	1214	NAK:227		Wageningen Plant Research	649220
GCF_016949975.1	ASM1694997v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660316	4436369	47	IPO:4068 NAK:256		Wageningen Plant Research	649220
GCF_016949995.1	ASM1694999v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660295	253438	1668	IPO:4055 NAK:152 GBBC:1819		Wageningen Plant Research	649220
GCF_016950015.1	ASM1695001v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660304	2619903	49	IPO:4067 NAK:257		Wageningen Plant Research	649220
GCF_016950075.1	ASM1695007v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660317	4094136	135	IPO:3844 NAK:382 JGAR:12		Wageningen Plant Research	649220
GCF_016950085.1	ASM1695008v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660306	1556647	126	IPO:4064 NAK:242		Wageningen Plant Research	649220
GCF_016950115.1	ASM1695011v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660297	1507612	38	IPO:4054 NAK:231		Wageningen Plant Research	649220
GCF_016950125.1	ASM1695012v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660322	266940	114	IPO:3843 JGAR:11		Wageningen Plant Research	649220
GCF_016950155.1	ASM1695015v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN15660270	4739887	21	IPO:3715 SV1490b		Wageningen Plant Research	649220
GCF_016950175.1	ASM1695017v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660326	208749	77	IPO:3630		Wageningen Plant Research	649220
GCF_016950185.1	ASM1695018v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660327	39925	14	IPO:3644		Wageningen Plant Research	649220
GCF_016950195.1	ASM1695019v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660325	284346	51	IPO:3628		Wageningen Plant Research	649220
GCF_016950225.1	ASM1695022v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660323	227585	24	IPO:3643		Wageningen Plant Research	649220
GCF_016950255.1	ASM1695025v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660329	3291298	40	IPO:3540 CFBP:6617 ATCC:BAA-417 IBSBF:1692		Wageningen Plant Research	649220
GCF_016950275.1	ASM1695027v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN15660320	267299	261	IPO:1955		Wageningen Plant Research	649220
GCF_016950285.1	ASM1695028v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660324	595412	1706	IPO:0821 SCRI:133		Wageningen Plant Research	649220
GCF_016950315.1	ASM1695031v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660328	79855	16	IPO:0590		Wageningen Plant Research	649220
GCF_016988595.1	ASM1698859v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN15660330	215040	36	IPO:3649 NAK:55		Wageningen Plant Research	649220
GCF_017255075.1	ASM1725507v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN18024966	357113	260	BL-2		Hebei Academy of Agricultural and Forestry Sciences	650563
GCA_017426805.1	Pca	Pectobacterium actinidiae (enterobacteria)	1507808	SAMN10810916	5949	10	IBSBF 3260		Federal University of Rio Grande do Sul	
GCF_018094665.1	ASM1809466v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913092	47249	53	NY1788A		Cornell University	575845
GCF_018094685.1	ASM1809468v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913090	87373	54	NY1765A		Cornell University	575845
GCF_018094705.1	ASM1809470v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913091	66537	45	NY1766A		Cornell University	575845
GCF_018094745.1	ASM1809474v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913089	73104	49	NY1762B		Cornell University	575845
GCF_018095725.1	ASM1809572v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913085	75159	54	NY1705A		Cornell University	575845
GCF_018095745.1	ASM1809574v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913086	63712	48	NY1715C		Cornell University	575845
GCF_018095755.1	ASM1809575v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913088	64027	48	NY1754A		Cornell University	575845
GCF_018095765.1	ASM1809576v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN12913087	85073	60	NY1753B		Cornell University	575845
GCF_018141505.1	ASM1814150v2	Pectobacterium versatile (enterobacteria)	2488639	SAMN16418415	4873271	80	ECC15		Instituto Gulbenkian de Ciencia	668699
GCF_018219365.1	ASM1821936v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN16131363	5303871	10	DSM 30169		Hebei University of Science and Technology	663365
GCF_018344415.1	ASM1834441v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN16339683	192539	80	P9A19a		Federation Nationale des Producteurs de Plants de Pomme de Terre (FN3PT)- Inov3PT	666887
GCF_018634035.1	ASM1863403v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN14833146	4959719	230	Green1		University of Gdansk, Intercollegiate Faculty of Biotechnology	
GCF_018728555.1	ASM1872855v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN16339787	77004	100	RNS08-28		Federation Nationale des Producteurs de Plants de Pomme de Terre (FN3PT)- Inov3PT	666887
GCF_019056595.1	ASM1905659v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN08956844	4923399	100	CFBP1526		Institute for integrative biology of the cell	451010
GCF_019426305.1	ASM1942630v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN16451444	59089	600	A3		UNAM FES IZTACALA	669375
GCF_019426325.1	ASM1942632v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN16451445	46958	600	A1		UNAM FES IZTACALA	669375
GCF_020047135.1	ASM2004713v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN19778477	5005507	200	QK413-1		Fujian Academy of Agricultural Sciences	739277
GCF_020166435.1	ASM2016643v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21156479	221615	100	KC01		Beijing Academy of Agriculture and Forestry Sciences	759112
GCF_020166455.1	ASM2016645v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21157272	204025	100	KC03		Beijing Academy of Agriculture and Forestry Sciences	759187
GCF_020166465.1	ASM2016646v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21157269	209432	100	KC02		Beijing Academy of Agriculture and Forestry Sciences	759179
GCF_020181375.1	ASM2018137v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN21542835	4857800	659	LJ2		South China Agricultural University	765112
GCF_020181655.1	ASM2018165v1	Pectobacterium colocasium (enterobacteria)	2878098	SAMN21542832	4912018	643	LJ1		South China Agricultural University	765110
GCF_020295425.1	ASM2029542v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN21916064	418405	30	SR11		Iowa State University	767613
GCF_020295505.1	ASM2029550v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN21916062	199289	50	SR8		Iowa State University	767613
GCF_020295515.1	ASM2029551v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21916058	187897	42	SR4		Iowa State University	767613
GCF_020295565.1	ASM2029556v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21916057	187900	42	SR3		Iowa State University	767613
GCF_020295605.1	ASM2029560v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN21916059	538423	38	SR5		Iowa State University	767613
GCF_020295645.1	ASM2029564v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21916056	187897	28	SR2		Iowa State University	767613
GCF_020296625.1	ASM2029662v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN21916060	408271	46	SR6		Iowa State University	767613
GCF_020297385.1	ASM2029738v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN21916061	209828	43	SR7		Iowa State University	767613
GCF_020406595.1	ASM2040659v1	Pectobacterium odoriferum (enterobacteria)	78398	SAMN22029076	75356	58	A367-S5-N16		Sorbonne University	768349
GCF_020406615.1	ASM2040661v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN22029081	125407	66	A546-S4-A17		Sorbonne University	768349
GCF_020406635.1	ASM2040663v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN22029073	122280	130	A280-S2-N16		Sorbonne University	768349
GCF_020406655.2	ASM2040665v2	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN22029070	4932367	80	A597-S4-A17		Sorbonne University	768349
GCF_020406695.1	ASM2040669v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN22029079	306002	49	A668-S6-A17		Sorbonne University	768349
GCF_020406735.1	ASM2040673v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN22029082	107907	90	A165-S18-M16		Sorbonne University	768349
GCF_020406755.1	ASM2040675v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN22029077	153534	61	A447-S21-J17		Sorbonne University	768349
GCF_020406785.1	ASM2040678v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN22029080	79070	102	A095-S3-F16		Sorbonne University	768349
GCF_020406835.1	ASM2040683v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN22029078	153358	46	A641-S6-A17			
GCF_020406855.1	ASM2040685v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN22029075	227242	70	A694-S13-N17		Sorbonne University	768349
GCF_020406875.1	ASM2040687v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN22029074	156798	178	A284-S2-N16		Sorbonne University	768349
GCF_020406955.1	ASM2040695v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN22029071	161142	74	A079-S20-O15		Sorbonne University	
GCF_020423065.1	ASM2042306v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21916065	5084672	53	SR12			767613
GCF_020423085.1	ASM2042308v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN21916055	5086495	44	SR1		Iowa State University	767613
GCF_020423105.1	ASM2042310v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN21916063	4885560	29	SR10			767613
GCF_020520265.1	ASM2052026v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN22029072	4896959	140	A077-S18-O15		Sorbonne University	768349
GCF_020683105.1	ASM2068310v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN22502874	4766353	500	TS20HJ1			
GCF_020865565.1	ASM2086556v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN22635659	5040579	186	A73-S18-O15		Sorbonne University	775887
GCF_020971565.1	ASM2097156v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN23227730	4699601	750	FN20211			781071
GCF_021049225.1	ASM2104922v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN23405758	4899639	330	25.1			
GCF_021375765.1	ASM2137576v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN16453359	201586	900	IPO3715		Wageningen University & Research	666887
GCF_021432585.1	ASM2143258v1	Pectobacterium sp. IFB5596 (enterobacteria)	1839803	SAMN04880565	221269	38	IFB5596		University of Gdansk	
GCF_021907015.1	ASM2190701v2	Pectobacterium sp. PL152 (enterobacteria)	2859229	SAMN20203926	5022655	146	PL152			746350
GCF_022172285.1	ASM2217228v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN25132833	824806	100	BD163		University of South Africa	
GCF_022220705.1	ASM2222070v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN25692536	5034872	70	130		Institute of Microbiology, National Academy of Sciences of Belarus	803971
GCF_022392325.1	ASM2239232v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN12924488	4920059	550	RC5297			576076
GCF_022392805.1	ASM2239280v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN12995209	4755387	400	ZM1		University of Otago	
GCF_022477975.1	ASM2247797v1	Pectobacterium sp. PL64 (enterobacteria)	2738983	SAMN15002818	5067215	33.058	PL64		University of Hawaii at Manoa	634626
GCF_022507225.1	ASM2250722v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN16621844	161142	74	A79-S20-O15		Sorbonne University	668037
GCF_022507245.1	ASM2250724v1	Pectobacterium odoriferum (enterobacteria)	78398	SAMN16621847	75356	58	A367-S5-N16			
GCF_022507255.1	ASM2250725v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN16621848	107907	90	A165-S18-M16		Sorbonne University	
GCF_022507285.1	ASM2250728v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN16621845	169606	74	A62-S5-O15		Sorbonne University	668037
GCF_022507295.1	ASM2250729v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN16621846	227242	70	A694-S13-N17		Sorbonne University	668037
GCF_022507325.1	ASM2250732v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN16621843	218485	80	A597-S4-A17		Sorbonne University	
GCF_022507345.1	ASM2250734v1	Pectobacterium aquaticum (enterobacteria)	2204145	SAMN16621842	86332	201	A76-S21-O15			668037
GCF_023272715.1	ASM2327271v1	Pectobacterium sp. 21LCBS03 (enterobacteria)	2935858	SAMN27607565	4927525	493	21LCBS03		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_023507725.1	ASM2350772v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN10887377	735766	250	SCRI1043 DHAI2		The New Zealand Institute for Plant and Food Research Ltd.	
GCF_023507805.1	ASM2350780v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN10887376	808338	250	SCRI1043 DHAI2Dcas		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023507825.1	ASM2350782v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887373	498756	250	Ec-179		The New Zealand Institute for Plant and Food Research Ltd.	521418
